ID	NAME	KR NAME	FACT	EP	TYPE	R	HP	SIZE	LIM	A	D	S	LV	PT	Ability	Flavor	Upgrade
200626	Still Alive	생존신고	Darklore	16	Spell	UC	-	2	3	-	-	-	1	3	A random enemy Follower gets its SIZE changed to its original value. If this happens, that Follower gets ATK/STA decreased by the change in SIZE.	[Now, regarding of the election of new executives...] [Hey! You idiots! I'm still alive!!!]	
200627	Sherlock	명추리	Darklore	16	Spell	R	-	3	2	-	-	-	2	13	All Followers in the enemy Field and Hand get TA -2. All allied Followers with "Scardel" or "Crescent" in the name get STA increased by the total STA reduction.	[Don't move! Anyone who moves is the culprit! I swear on Kris's name that I'll definitely solve this case!]	
200628	Maple Viewing	단풍놀이	Neutral	16	Spell	EV	-	1	2	-	-	-	1	13	If the number of cards in your Hand is odd, a random Season 1 Spell is created in the first empty Slot of your Field. If it is even, a random Season 2 Spell is created in the first empty Slot of your Field.	[As they looked upon the beautiful fall foliage during the autumn day, a nice breeze rustled the girls' hair.]	
200629	Girl's Dream	소녀의 꿈	Neutral	16	Spell	EV	-	3	2	-	-	-	1	22	Two random allied Followers get ATK increased by the number of cards on your Field and get STA increased by the number of cards in your Hand. The first allied Follower is sent to the bottom of your Deck. If this happens, a random enemy Follower is sent to the bottom of the enemy Deck.	[The souls of those girls are always so free. It's my dream to become like that, even if it's just a little bit.]	
200630	White Whale Rush	백경 러쉬	Neutral	16	Spell	UC	-	1	0	-	-	-	1	1	A random allied Follower gets ATK +1/STA +1. A random enemy Spell is sent to the Grave. If this happens, that Follower gets an additional STA +1. This card is removed from the game.	[Giant whale's clams! It's super effective!]	
210001	Sword	검	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[A sword made of Talentium. Everyone has forgotten where this metal came from. More importantly, it is almost frightening how obsessed people are with it. -Esprit's memo...]	
210002	Glasses	안경	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[Talentium has found its way into our everyday lives. Because the metal is easily processed, people began mixing it into all kinds of objects. -Esprit's memo...]	
210003	Shoes	구두	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[Heels are added to raise the wearer's eye level. However, it's hard to say if girls want to see higher or if they just want to have more pride. Regardless, I prefer comfortable shoes. -Esprit's memo...]	
210004	Socks	양말	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[Socks used to be just another garment to keep oneself warm, but now they have a variety of appearances. At some point, their purpose changed. I like the overknee type with a ribbon. -Esprit's memo...]	
210005	Ribbon	리본	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[It's a long piece of cloth used to tie things. You can use it to tie a variety of things. You could wrap a package, or you could tie your hair with it. Last week, I used a ribbon to wrap a present for my neighbor's daughter's birthday. -Esprit's memo...]	
210006	Cat Doll	고양이인형	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[It's a cat doll that looks like it's out of a fairy tale. I gave one to my neighbor's daughter for her birthday. She often talks to it, and she frequently has conversations with it over tea. -Esprit's memo...]	
210007	Book	책	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[It's been a few years since I started writing notes so I wouldn't forget things. However, as the notes began piling up, it became difficult to organize them. These days, I don't remember where I wrote what. -Esprit's memo...]	
210008	Red Ore	적색 광석	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[Talentium does not have a fixed color. In some places, red Talentium can be found. Some time ago, the Monster Hunter Bureau reported that some monsters carry Talentium. -Esprit's memo...]	
210009	Green Ore	녹색 광석	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[Talentium does not have a fixed color. In some places, green Talentium can be found. Some time ago, the Monster Hunter Bureau reported that some monsters carry Talentium. -Esprit's memo...]	
210010	White Ore	백색 광석	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[Talentium does not have a fixed color. In some places, white Talentium can be found. Some time ago, the Monster Hunter Bureau reported that some monsters carry Talentium. -Esprit's memo...]	
210011	Blue Ore	청색 광석	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[Talentium does not have a fixed color. In some places, blue Talentium can be found. Some time ago, the Monster Hunter Bureau reported that some monsters carry Talentium. -Esprit's memo...]	
210012	Black Ore	흑색 광석	-	0	Material	P	-	-	0	-	-	-	1	0	(none)	[Talentium does not have a fixed color. In some places, black Talentium can be found. Some time ago, the Monster Hunter Bureau reported that some monsters carry Talentium. -Esprit's memo...]	
210013	Ruins Fragment	유적의 파편	-	1	Material	P	-	-	0	-	-	-	1	0	(none)	[This is a strange stone fragment found at the frontier ruins. The stone's cleavage which is unlike any other on the continent and the remarkable architecture of the ruins offer evidence that these ruins are not a part of this continent's history. -Esprit's memo...] [Location: Frontier Ruins]	
210014	Heart Stone	심장석	-	2	Material	P	-	-	0	-	-	-	1	0	(none)	[The mana of witches is trapped within witches. It cannot leave through the witches' own power. In order for a witch's mana to interact with the world's mana, they created this artifact, a witch's heart, or a heart stone. -Esprit's memo...] [Location: Witch's Tower, Shadowland]	
210015	Holy Water Tear	성수의 눈물	-	3	Material	P	-	-	0	-	-	-	1	0	(none)	[Holy water tears are an important material in the creation of the knights' proof of knighthood. They're called holy, but when you see "her" shed her tears, it brings doubt to whether or not "holy" is the appropriate word. -Esprit's memo...] [Location: Crux Training Camp]	
210016	Bamboo	대나무	-	EX1	Material	P	-	-	0	-	-	-	1	0	(none)	[Bamboo Scent is famous for its abundant bamboo and exotic scenery, so it is always packed with people. However, bamboo never grew here originally, so who could have brought it here? -Esprit's memo...] [Location: Bamboo Scent]	
210017	Lily	백합	-	4	Material	P	-	-	0	-	-	-	1	0	(none)	[The symbolic flower of the Pacifica family. Every Pacifica's house is adorned with this flower. It sometimes makes me laugh a little because the flower matches their preferences. -Esprit's memo...] [Location: Linia's House]	
210018	Blood Pack	수혈팩	-	5	Material	P	-	-	0	-	-	-	1	0	(none)	[These blood packs are the Darklore's first step toward an organized system of distributing blood. The Scardel and Crescent elders periodically make rounds to administer the flow of blood packs. -Esprit's memo...] [Location: Land of Vampires, Goddess Tower]	
210019	Good Job Stamp	칭찬도장	-	6	Material	P	-	-	0	-	-	-	1	0	(none)	["Good~ Job! -Homeroom teacher" I recall the bittersweet memories of working hard to get these stamps. -Esprit's memo...] [Location: Vita High School]	
210020	Spiral Fragment	나선의 파편	-	EX2	Material	P	-	-	0	-	-	-	1	0	(none)	[One of the abnormalities of the picturesque world. I don't know the reason for each world's existence, but this ore scattered here and there is evidence that this world is unusual. This world's abnormality takes the shape of a spiral ore. -DKD's report] [Location: Dream Island, Picturesque World]	
210021	Talentium Marble	탈렌티움 구슬	-	EX2	Material	P	-	-	0	-	-	-	1	0	(none)	[There are many ways to refine Talentium, and there are many appearances that the refined Talentium ends up taking. One manufacturer refines Talentium into a marble shape. Ultimately, though, they all end up as cards. The consumers' tastes are important, after all. -Esprit's memo]	
210022	Dagger	단검	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[A dagger made of Talentium. Research on Talentium has been accelerating. Academics are now beginning to research methods to utilize the energy within Talentium. -Esprit's memo]	
210023	Panda Doll	팬더인형	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[A panda doll. This animal can't be seen anywhere in the alliance. This doll is patterned after the pet of the Pacifica household. The Pacificas receive royalties for every sale of this doll. -Esprit's memo]	
210024	Trump	트럼프	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[A 52-card set. A variety of games can be played with it. Countless tears and laughter have arisen from these paper cards. Even though I'm also human, I'm always amused at how interesting humans are. -Esprit's memo]	
210025	Gloves	장갑	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[What do you suppose they were used for first? To prevent your hands from getting dirty, or for helping with work? I still don't understand the minds of those who want to wear extravagant and flashy things. -Esprit's memo]	
210026	Perfume	향수	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[Because people wanted a distinct smell from their bodies, perfume was born. I don't really understand why they would. I don't recall ever seeing Rio put perfume on herself, but for some reason, I could sense a soft scent from her. How mysterious. -Esprit's memo]	
210027	Lipstick	립스틱	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[This is the most troublesome tool for Rio when she goes out. She tries to get the color just right, and she fusses a lot over putting it on. -Esprit's memo]	
210028	Pendant	팬던트	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[A necklace. I've seen Rio wearing one before. However, it really annoys me that she usually only shows the string, and you can't see the ornament. I feel like she's doing it on purpose. -Esprit's memo]	
210029	Aletheian Brick	천리교의 벽돌	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[A brick inscribed with the symbol of the Aletheian. It's well known that when the underground church was built, each brick was created and placed one by one. As it turns out, though, these particular bricks were made to order by the alliance's brick making industry. -Esprit's memo] [Location: Catacombs]	
210030	Blue Coin	청색코인	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[A blue, shiny coin. It seems like you can use this at the coin shop.]	
210031	Yellow Coin	황색코인	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[A yellow, shiny coin. It seems like you can use this at the coin shop.]	
210032	Red Coin	적색코인	-	7	Material	P	-	-	0	-	-	-	1	0	(none)	[A red, shiny coin. It seems like you can use this at the coin shop.]	
210033	Pass	통행증	-	8	Material	P	-	-	0	-	-	-	1	0	(none)	[This pass certifies you to enter the ruins.] [Location: Ancient Sanctuary]	
210034	Receipt	접수번호표	-	9	Material	P	-	-	0	-	-	-	1	0	(none)	[A receipt from the SS Detective Agency. This thing is unique to that place. You take a receipt and leave, then you send a letter with your request to a designated address. I've also tried sending a few letters for fun, but they ignored them all... It seems like this is to keep other similar businesses in check... -Esprit's memo...] [Location: SS Detective Agency]	
210035	Chocolate	초콜릿	-	UE1	Material	P	-	-	0	-	-	-	1	0	(none)	[This... Have you received it before? I have. But it didn't really make me happy. Regardless of how I felt, I discovered that the chocolate was, in fact, sweet. -Esprit's complaint...]	
210036	Cat Paw Stamp	고양이 발도장	-	EX3	Material	P	-	-	0	-	-	-	1	0	(none)	[A document with the paw print of a cute animal. It says that it was made by the Student Council.] [Location: Cat Pursuit]	
210037	Candy	사탕	-	10	Material	P	-	-	0	-	-	-	1	0	(none)	[Delicious candy. A must-have for girls.]	
210038	Library Card	대출증	-	10	Material	P	-	-	0	-	-	-	1	0	(none)	[This card is issued by the librarian when books are borrowed from the library.] [Location: Underground Library]	
210039	Mystery Parchment	수수께끼의 양피지	-	11	Material	P	-	-	0	-	-	-	1	0	(none)	[It's a game that's been passed down from the ancient times. This parchment is a record of the strategies that ancient mages used in their sacred battles, carried out in a certain place to ensure a fair duel. The ravine that served as the fierce battlefield has still not been located to this day. -Esprit's memo] [Location: Underground Altar]	
210040	Police I.D.	경찰수첩	-	12	Material	P	-	-	0	-	-	-	1	0	(none)	[This is the identification possessed by the members of the Royle Police Force. It is a serious problem if someone unaffiliated with the police comes into possession of one of these.] [Location: Royle City]	
210041	Copper Talentium	구리빛 탈렌티움	-	UE2	Material	P	-	-	0	-	-	-	1	0	(none)	[A rare Talentium with a copper glow.]	
210042	Silver Talentium	은빛 탈렌티움	-	UE2	Material	P	-	-	0	-	-	-	1	0	(none)	[Silver Talentium can be obtained by refining copper Talentium.]	
210043	Golden Talentium	금빛 탈렌티움	-	UE2	Material	P	-	-	0	-	-	-	1	0	(none)	[Golden Talentium can be obtained by refining silver Talentium.]	
210044	Black Lion's Claw	흑사자의 발톱	-	UE2	Material	P	-	-	0	-	-	-	1	0	(none)	[A claw from the mysterious Black Lion, who resembled Nold. Its strength exceeds that of ordinary Talentium.]	
210045	Replica Stick	레플리카 스틱	-	13	Material	P	-	-	0	-	-	-	1	0	(none)	[A souvenir from the Muzisitter Land. Highly recommended for girls aiming to join Muzisitter!] [Location: Muzisitter Land]	
210046	Commemorative Medal	기념 메달	-	EX4	Material	P	-	-	0	-	-	-	1	0	(none)	[A medal that shines gold. Where did you get this?] [Location: Weekly the Legend]	
210047	Dimensional Fragment	차원의 파편	-	14	Material	P	-	-	0	-	-	-	1	0	(none)	[Kana's Spiral Fragments that had been discovered in various places suddenly transformed, and they began to be discovered more frequenly.] [Location: Dimensional Rift]	
210048	Kana's Fragment	카나의 파편	-	15	Material	P	-	-	0	-	-	-	1	0	(none)	[Whether this is a fragment that came out from Kana or a fragment of Kana itself, we don't know. But one thing is certain: the Kana from our imaginations does not exist.] [Location: Altar of Kana]	
210049	Rapier	레이피어	-	16	Material	P	-	-	0	-	-	-	1	0	(none)	[A long sword with a sharp tip. This is a weapon for quick attacks to subdue your opponent. -Esprit's notebook]	
210050	Rabbit Doll	토끼인형	-	16	Material	P	-	-	0	-	-	-	1	0	(none)	[The most popular ragdoll among girls. However, girls are not afraid of giant rabbits. -Esprit's notebook]	
210051	Diary	다이어리	-	16	Material	P	-	-	0	-	-	-	1	0	(none)	[Girls write about their days and their dreams for the next day in this small notebook. They hope that tomorrow will be a little better than today. -Esprit's notebook]	
210052	Earring	이어링	-	16	Material	P	-	-	0	-	-	-	1	0	(none)	[Earrings represent a sacrifice for the sake of beauty. Long-term beauty in exchange for short-term pain. -Esprit's notebook]	
210053	Compact Powder	콤팩트 파우더	-	16	Material	P	-	-	0	-	-	-	1	0	(none)	[During the process of becoming an adult, powder is the biggest difficulty. Of course, it's best if they don't use it at the beginning, but... -Esprit's notebook]	
210054	Mystery Flower	사사로운 꽃	-	16	Material	P	-	-	0	-	-	-	1	0	(none)	[An unidentified breed of flower that was discovered around Royle City.]	
210055	Pumpkin Pumpkin	호박호박	-	16	Material	R	-	-	0	-	-	-	2	13	(none)	[Look at this Shion, it's a pumpkin!] [It's not a pumpkin, it's a pumpkin pumpkin!] [What's that?] [I dunno! You carry it]	
300001	Cook Club Member	요리연구부원	Vita	0	Follower	C	-	1	3	3	0	8	1	1	(none)	[Hehe this apron is pretty! I've dreamt of cooking like this since I was young.]	1
300002	Cook Club Advisor	요리연구부 고문	Vita	0	Follower	C	-	2	3	6	1	5	1	1	(none)	[You only make bread... I'd like to eat something other than sweets sometimes.]	1
300003	New Cook Club Member	요리연구부 견학생	Vita	0	Follower	C	-	3	3	4	0	10	1	1	At the start of the turn, a random allied Follower with "Cook Club" in the name gets ATK +1/STA +1.	[Hello~. Hm? Why does it smell like baking cookies... isn't this the Cook Club?]	1
300004	Cook Club Svia	요리연구부 스비아	Vita	0	Follower	C	-	4	3	7	1	9	1	1	(none)	[Sita is the heroine who saved Bakery Town.]	2
300005	Cook Club Director Jamie	요리연구부 부장 제이미	Vita	0	Follower	C	-	5	3	6	0	16	1	1	A special effect is applied in dungeons. (Bonus effect: Before attacking, this Follower gets ATK +1/STA +1.)	[Sita, won't you try cooking today? We are the Cook Club after all. It's important to put the effort and joy into cooking things for others to eat.]	2
300006	Cook Club Katie	요리연구부 케이티	Vita	0	Follower	C	-	4	3	4	1	12	1	1	Before attacking, this card gets DEF +1/STA -1 (No effect if STA=1).	[This food is my own work. How is it? It's worthy of eating, right?]	2
300007	Cook Club Sylphie	요리연구부 실피	Vita	0	Follower	C	-	5	3	5	1	14	1	1	Before attacking, this card gets ATK +1.	[This isn't a bakery!!! You have to cook something else properly!!!]	2
300008	Cook Club Linfield	요리연구부 린필드	Vita	0	Follower	C	-	3	3	5	2	7	1	1	(none)	[What's wrong with just baking sweets? Isn't it fine if others enjoy our food?]	1
300009	Latecomer	지각생	Vita	1	Follower	C	-	1	3	3	2	5	1	1	(none)	[Late students always look the same. Of course, you might think it's only your imagination. In particular, holding a piece of bread in their mouths while running to school.]	1
300010	Basketball Club Member	농구부원	Vita	1	Follower	C	-	2	3	4	0	9	1	1	(none)	[Friendship! Effort! Victory! Sparkle with growth, everyone! We'll try hard today!]	1
300011	Underclassman	하급생	Vita	1	Follower	C	-	3	3	4	1	10	1	1	(none)	[Vernika senpai, are you going? Can you bring me with you? I want to see those monsters with my own eyes!]	1
300012	SS Assistant Asmis	SS 조수 아스미스	Vita	1	Follower	UC	-	4	3	5	2	10	1	3	Before attacking, this card gets ATK +1.	[Talk to us whenever you want. Boys and girls, young and old, the SS detective agency will ask no questions. We will solve everything! Hehe, how is it? Interested?]	2
300013	Rainy Girl	레이니 걸	Vita	1	Follower	C	-	5	3	4	2	15	1	1	(none)	[This morning, I thought that it would definitely rain today. Bringing an umbrella was the right choice. Whenever I think it will rain, it always does.]	2
300014	Morals Committee Layna Scentriver	선도부장 레이나센트리버	Vita	1	Follower	R	-	1	1	4	2	6	3	33	Before defending, this card gets STA increased by 1 plus the number of cards in your Hand.	[Hey! Don't mess up your skirt! Use your common sense and behave properly!]	5
300015	Library Club Lucca	도서부 루카	Vita	1	Follower	C	-	2	3	5	2	6	2	5	(none)	[Vernika senpai! Don't just read books every day! Help the Library Club sort the books, too!! How much work are you going to make for your cute underclassmen?]	1
300016	Library Club Serie	도서부 세리에	Vita	1	Follower	UC	-	3	3	4	0	11	2	7	Before attacking, this card gets ATK increased by the number of cards in your Hand with "Library Club" in the name.	[That Vernika, hasn't she been hanging out with the Cook Club too much lately? She needs to be careful...]	1
300017	Library Club Lindt	도서부 린트	Vita	1	Follower	C	-	4	3	6	0	13	2	5	(none)	[People who haven't returned their books need to be warned. Hm? What's this book?]	2
300018	Library Club Vernika	도서부 베르니카	Vita	1	Follower	UC	-	3	3	4	2	8	2	7	Before defending, this card gets STA +2.	[The world of books is really infinite. Do you read books, Sita?]	1
300019	Gardening Maid	가드닝 메이드	Academy	0	Follower	C	-	1	3	4	1	5	1	1	(none)	[Master Cinia, the head maid asked me to tell you that lunch is ready... Yes? Precious pet #2 is missing? Yes, I am in charge of the garden, but... I'm Rose's maid, so I don't really know about it. I will look for it.]	1
300020	New Maid	신입메이드	Academy	0	Follower	C	-	2	3	4	2	6	1	1	(none)	[Um, senpai. How should I clean this? Wow~ this vase... looks expensive.]	1
300021	Maid Guard	메이드 가더	Academy	0	Follower	C	-	3	3	5	1	8	1	1	At the start of the turn, a random allied Follower with "Maid" in the name gets ATK +1/STA +1.	[I will do my best for Cinia's safety. "You should also ensure the safety of my furniture and pottery!"]	1
300022	Carrier Maid	캐리어 메이드	Academy	0	Follower	C	-	4	3	6	0	12	1	1	(none)	[Master Cinia! Where are you going? I will go with you! For a maid that always stays inside, there is nothing more exciting than going out with her master!]	2
300023	Head Maid	메이드장	Academy	0	Follower	C	-	5	3	8	1	11	1	1	A special effect is applied in dungeons. (Bonus effect: Before attacking, this Follower gets ATK +1/STA +1.)	[Um... so... why should I be in charge of the vacations and salaries of Cinia's maids?]	2
300024	Chief Maid	치프메이드	Academy	0	Follower	C	-	4	3	6	1	9	1	1	Before attacking, the first Spell in your Hand is sent to the Grave. If this happens, this Follower gets ATK +2.	[Senpai, don't forget that you are the leader of the maids. So, please give me a vacation next week.]	2
300025	Mop Maid	몹메이드	Academy	0	Follower	C	-	5	3	5	2	12	1	1	Before defending, this card and neighboring Followers get ATK +1.	[When will I get to graduate from mopping... it'd be nice if a new maid came... but it won't happen... probably.]	2
300026	Maid Tailor	메이드 테일러	Academy	0	Follower	C	-	3	3	7	0	7	1	1	(none)	[Her curtains are red, her dresses are red, her carpets are red... Aaah... For goodness sake, master Cina... save me.]	1
300027	Burning Guardian	버닝 가디언	Academy	1	Follower	C	-	1	3	5	0	5	1	1	(none)	[What? I was hired to protect, but the contract doesn't say anything about being careful about the surroundings. Who cares if I burn it all.]	1
300028	Ward Creator	결계사	Academy	1	Follower	C	-	2	3	4	0	9	1	1	(none)	[This magic is as firm as a shield. Step back. I will protect you.]	1
300029	Aristocrat Girl	귀족영애	Academy	1	Follower	UC	-	3	3	4	2	8	1	3	Before attacking, if the defender has at least 2 DEF, the defender gets STA -3.	[This one is boring, too... this book is boring, why can't you write a good story? I was an idiot for expecting anything from you. You're fired, just leave.]	1
300030	Inscribing Magician	각인의 마술사	Academy	1	Follower	C	-	4	3	5	2	11	1	1	(none)	[This place has been inscribed with a spell with a certain condition. When you pass, don't stop talking. Silence is the trigger.]	2
300031	Apprentice	어프렌티스	Academy	1	Follower	C	-	5	3	5	0	17	1	1	(none)	[Eh? What happened? This isn't what the book said would happen. What is this... it's scary...]	2
300032	Ririna	리리나	Academy	1	Follower	C	-	1	3	3	0	9	2	5	(none)	[I don't know much about the outside world... I just know you will protect me.]	1
300033	Private Maid	프라이빗 메이드	Academy	1	Follower	UC	-	2	3	3	2	7	2	7	At the start of the turn, a random enemy Follower gets ATK -1.	[Why was I hired separately from the other maids? Master Rose...?] [I had... a place I had to go for a little while. That's all.]	1
300034	Senpai Maid	선배 메이드	Academy	1	Follower	R	-	3	1	5	2	10	3	33	Before defending, this card gets ATK +1/STA +2.	[Don't rush, take your time. If you try to learn everything about the mansion at once, you'll get dizzy. Learn everything one by one... okay?]	5
300035	Striker	스트라이커	Academy	1	Follower	UC	-	4	3	7	1	8	2	7	Before attacking, the defender gets STA -1.	[I have nothing to say to villains. Questions are useless. This heat can burn everything!]	2
300036	Inspiration Lady	인스피레이션 레이디	Academy	1	Follower	C	-	5	3	7	0	15	2	5	(none)	[I have a feeling that a sign will fall here tomorrow. A person will fall from a great height. You are clearly... a Crux knight.]	2
300037	New Knight	신입 기사단원	Crux	0	Follower	C	-	1	3	5	1	3	1	1	(none)	[I'll be fighting alongside you, senpais! Pleased to meet you! This sword? It was given to me by someone I respect a lot. I treat it like I treat my own body!]	1
300038	Knight Medic Sillit	기사단의 군의 실릿	Crux	0	Follower	C	-	2	3	5	0	8	1	1	(none)	[Is anyone injured? Let's take a break here for a while. The injured should wait here to rejoin the second group!]	1
300039	Flag Knight Frett	기사단의 기수 프렛	Crux	0	Follower	C	-	3	3	3	1	9	1	1	Before attacking, the allied Follower in Slot 3 of your Field gets ATK +1/STA +1.	[Is this place fine? Ah~ No matter how you look at it, the emblem of the knights is so cool, Luthica senpai!]	1
300040	Knight Adjutant Sarisen	기사단의 부관 사리센	Crux	0	Follower	C	-	4	3	3	2	11	1	1	At the start of the turn, all allied Followers with "Knight" in the name other than this one get ATK +1/STA +1.	[Don't feel that weakening the vampires will be difficult. Eliminate the leader. Focus on finding the leader, Luthica.]	2
300041	Crux Knight Mytyl	크룩스기사단 미틸	Crux	0	Follower	C	-	5	3	6	0	16	1	1	A special effect is applied in dungeons. (Bonus effect: Before attacking, this Follower gets ATK +1/STA +1.)	[Nobody had interest in where I was or what I did. It was like they couldn't see me. I never thought my thin existence would help anyone, Luthica.]	2
300042	Crux Knight Pintail	크룩스기사단 핀테일	Crux	0	Follower	C	-	4	3	5	1	10	1	1	Before defending, if the attacker's SIZE is less than this Follower's SIZE, this Follower gets ATK +1/DEF +1.	[You who wander through the sacred night and desire blood... cannot be forgiven!]	2
300043	Knight Guard	기사단의 호위	Crux	0	Follower	C	-	5	3	7	1	12	1	1	(none)	[Whew... when will someone take over my post...]	2
300044	Crux Knight Terra	크룩스기사단 데이라	Crux	0	Follower	C	-	3	3	7	1	6	1	1	(none)	[I hate it... I can't fight anymore... I just want peace...]	1
300045	Saint Sword Girl	성도검사	Crux	1	Follower	C	-	1	3	4	1	5	1	1	(none)	[Protecting the seminarian cadets is my duty.]	1
300046	Knight Messenger	기사단의 전령	Crux	1	Follower	C	-	2	3	6	0	6	1	1	(none)	[I just have to deliver this letter to the empire? Hehe, piece of cake! Is this really all you have for me? I'll be back, Jaina!]	1
300047	Priestess	프리스티스	Crux	1	Follower	UC	-	3	3	4	0	11	1	3	Before defending, your Character gets LIFE +1.	[The belief in the same thing is what ties us all together. Never forget the conviction of your belief.]	1
300048	Seminarian	신학생도	Crux	1	Follower	C	-	4	3	6	0	12	1	1	(none)	[We start each day with the hope that our faith does not waver. If I grasp this cross tightly, I feel something in my heart growing.]	1
300049	Apprentice Nun	견습수녀	Crux	1	Follower	C	-	5	3	6	1	14	1	1	(none)	[When I see a clean church, for some reason my heart also feels clean. As I sweep away the dust, I feel the dust in my heart also get swept away.]	2
300050	Seeker Sienfield	신성연구회 시엔필드	Crux	1	Follower	C	-	1	3	4	1	6	2	5	(none)	[Are you interested? This is magic paid for by blood. Can you use it anyway, even though it's human blood?]	1
300051	Seeker Amethystar	신성연구회 아메티스타	Crux	1	Follower	UC	-	2	3	6	0	4	2	7	Before defending, if the Turn Number is odd, this Follower gets STA +3.	[Lydia, why are you like that? I'm also interested. This is worth investigating. It just happens to be raining, too.]	1
300052	Seeker Lydia	신성연구회 리디아	Crux	1	Follower	R	-	3	1	5	1	11	3	33	Before attacking, if there are least two Crux cards on your Field, the defender gets ATK -1/DEF -2/STA -1.	[It is not the time to be hasty. First is investigating the knights. Moving will come afterwards.]	5
300053	Acolyte	어콜라이트	Crux	1	Follower	UC	-	4	3	5	3	6	2	7	At the start of the turn, if the Turn Number is even, all allied Crux Followers get ATK +2/STA +2.	[It isn't time for Mass yet. Could you come back again when the church bell rings?]	2
300054	Crux Faithful	크룩스 신도	Crux	1	Follower	C	-	5	3	6	1	15	2	5	(none)	[I wanted to think by myself, so I came but... unfortunately, I was too early. I wonder why I came so early...?]	2
300055	Crescent Conundrum	크레센트 코넌드럼	Darklore	0	Follower	C	-	1	3	4	2	4	1	1	(none)	[It's the long-awaited Flina's quiz game! Who will be the one to unravel these riddles! I, Conundrum, will represent the Crescents!!]	1
300056	Scardel Chardonnay	스카델 샤도네이	Darklore	0	Follower	C	-	2	3	6	0	6	1	1	(none)	[Special wine can be your best friend during the night. Isn't there a wine that you like? Of course, I don't drink wine.]	1
300057	Scardel Shion Flina	스카델 시온 플리나	Darklore	0	Follower	C	-	3	3	7	0	5	1	1	Before attacking, all allied Followers with "Shion Flina" or "Rion Flina" in the name get ATK +1.	[Listen, I don't want to get caught up in your tasteless pranks. If you want to play pranks, then scare people along the night road.]	1
300058	Scardel Rion Flina	스카델 리온 플리나	Darklore	0	Follower	C	-	4	3	4	2	10	1	1	Before defending, all allied Followers with "Shion Flina" or "Rion Flina" in the name get STA +1.	[Shion! Shion! I just thought of a really awesome prank! How is it? How is it?]	2
300059	Scardel Pinot Noir	스카델 피노누아	Darklore	0	Follower	C	-	5	3	5	3	12	1	1	A special effect is applied in dungeons. (Bonus effect: Before attacking, this Follower gets ATK +1/STA +1.)	[An aged smell, a unique taste, this wine is perfect in every way. Of course, humans don't call it wine. This is wine to us. It flows through your body. Sweet wine...]	2
300060	Moon Dancer Kata Flina	효월의 무희 카타 플리나	Darklore	0	Follower	C	-	4	3	4	1	12	1	1	At the start of the turn, two random enemy Followers get ATK -1/STA -1.	[To the audience, with your eyes sparkling in the moonlight, how is it? Won't you do it as well? You will be wonderful props on this stage, your blood... hehe.]	2
300061	Crescent Kris Flina	크레센트 크리스 플리나	Darklore	0	Follower	C	-	5	3	5	2	14	1	1	(none)	[Conundrum, when will you stop talking to yourself? You should try going to the quiz game with everyone. How about it?]	2
300062	Crescent Nyetimber	크레센트 나이팀버	Darklore	0	Follower	C	-	3	3	5	1	9	1	1	(none)	[Conundrum is still young, if she goes to the night quiz game, I'm 100% sure she'll fail. She's still a little shorty... hmph.]	1
300063	Scardel Merlot	스카델 메를로	Darklore	1	Follower	C	-	1	3	2	1	8	1	1	(none)	[Tell me anything. I will listen to your worries, too. Of course, I can't always guarantee a solution. Hehehe.]	1
300064	Scardel Carmenere	스카델 카르메네르	Darklore	1	Follower	C	-	2	3	4	0	9	1	1	(none)	[It's not good to keep worries to yourself. Have you tried talking to Merlot?]	1
300065	Scardel Shiraz	스카델 시라즈	Darklore	1	Follower	UC	-	3	3	3	1	10	1	3	At the start of the turn, if you have at least 2 allied Darklore Followers, a random enemy Follower gets STA -2.	[What? Is it hard? If it's hard, don't be reserved and just say so. We're family, aren't we?]	1
300066	Crescent Woodbridge	크레센트 우드브릿지	Darklore	1	Follower	C	-	4	3	5	1	13	1	5	(none)	[Ugh... what should I do? Should I ask another vampire... I won't get an answer staying here alone.]	1
